timestamp.Treatment,humidity.Treatment,precipIntensity.Treatment,temperature.Treatment,windSpeed.Treatment,light.Treatment,Weekend.Treatment,Hour.Treatment,timestamp.Control,humidity.Control,precipIntensity.Control,temperature.Control,windSpeed.Control,light.Control,Weekend.Control,precipType.Control,Hour.Control
1586361600,0.71,0.0012,57.97,4.88,1,0,12,1583247600,0.65,7.00E-04,57.4,3.87,1,0,1,10
1585317600,0.62,0,56.55,5,1,0,10,1583247600,0.65,7.00E-04,57.4,3.87,1,0,1,10
1586365200,0.66,0.0015,60.3,7.05,1,0,13,1583251200,0.64,3.00E-04,57.57,7.11,1,0,1,11
1585940400,0.7,0.008,52.74,12.59,1,0,15,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585944000,0.74,0.0122,51.88,12.01,1,0,16,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585929600,0.69,0.0099,49.97,13.4,1,0,12,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585933200,0.69,0.0054,51.69,15.01,1,0,13,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585954800,0.74,0.0096,51.75,10.98,1,0,19,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585936800,0.72,0.0098,51.78,12.68,1,0,14,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585951200,0.73,0.0036,51.87,8.49,1,0,18,1583265600,0.76,0.0045,51.93,10.33,1,0,1,15
1585443600,0.94,0.0286,46.32,9.04,0,1,21,1583290800,0.94,0.0293,51.48,6.46,0,0,1,22
1585893600,0.55,5.00E-04,48.73,10.98,0,0,2,1583301600,0.63,6.00E-04,49.58,11.08,0,0,1,1
1584781200,0.57,0.0011,48.09,13.98,0,1,5,1583301600,0.63,6.00E-04,49.58,11.08,0,0,1,1
1586923200,0.54,0,49.42,7.28,0,0,0,1583301600,0.63,6.00E-04,49.58,11.08,0,0,1,1
1586851200,0.61,0.001,48.64,10.58,0,0,4,1583305200,0.64,0,47.74,12.23,0,0,3,2
1584507600,0.56,0.0015,46.92,7.24,0,0,1,1583308800,0.63,0,46.82,10.1,0,0,3,3
1585897200,0.63,0.0012,47.16,10.87,0,0,3,1583308800,0.63,0,46.82,10.1,0,0,3,3
1586491200,0.52,0,45.7,9.33,0,0,0,1583308800,0.63,0,46.82,10.1,0,0,3,3
1585908000,0.67,0.0018,46.28,10.19,0,0,6,1583312400,0.65,0.0014,45.91,11.11,0,0,1,4
1585904400,0.64,0.0025,46.76,10.22,0,0,5,1583312400,0.65,0.0014,45.91,11.11,0,0,1,4
1585915200,0.73,0.0027,46.37,13.09,1,0,8,1583323200,0.66,0.0015,45.07,13.85,1,0,1,7
1585918800,0.69,0.005,47.03,12.89,1,0,9,1583323200,0.66,0.0015,45.07,13.85,1,0,1,7
1585846800,0.36,0.0018,54.27,17.71,1,0,13,1583348400,0.3,0,54.51,16.42,1,0,3,14
1585854000,0.33,6.00E-04,56.81,14.13,1,0,15,1583352000,0.29,0,55.77,14.99,1,0,3,15
1585864800,0.35,0,56.23,16.24,1,0,18,1583355600,0.3,0,55.78,15.43,1,0,3,16
1585850400,0.35,0.0013,55.45,16.72,1,0,14,1583355600,0.3,0,55.78,15.43,1,0,3,16
1585861200,0.34,0,56.73,15.19,1,0,17,1583355600,0.3,0,55.78,15.43,1,0,3,16
1585857600,0.34,0.001,57.39,16.18,1,0,16,1583355600,0.3,0,55.78,15.43,1,0,3,16
1586466000,0.42,0.0013,55.33,17.66,1,0,17,1583355600,0.3,0,55.78,15.43,1,0,3,16
1585868400,0.37,0,54.83,15.9,1,0,19,1583359200,0.31,5.00E-04,55.36,12.6,1,0,1,17
1585872000,0.41,9.00E-04,53.26,15.48,0,0,20,1583362800,0.36,0,53.88,12.63,0,0,3,18
1586469600,0.41,2.00E-04,52.68,16.12,1,0,18,1583362800,0.36,0,53.88,12.63,0,0,3,18
1586908800,0.45,4.00E-04,52.57,6.98,0,0,20,1583366400,0.44,0.0014,51.89,8.04,0,0,1,19
1586476800,0.39,0.0014,49.93,11.45,0,0,20,1583366400,0.44,0.0014,51.89,8.04,0,0,1,19
1585875600,0.42,8.00E-04,52.01,13.58,0,0,21,1583366400,0.44,0.0014,51.89,8.04,0,0,1,19
1585879200,0.43,5.00E-04,51.13,12.97,0,0,22,1583366400,0.44,0.0014,51.89,8.04,0,0,1,19
1585364400,0.43,0,54.06,5.66,0,0,23,1583366400,0.44,0.0014,51.89,8.04,0,0,1,19
1585882800,0.45,0,50.37,11.41,0,0,23,1583370000,0.51,5.00E-04,50.71,7.31,0,0,1,20
1586912400,0.5,0,51.82,6.97,0,0,21,1583370000,0.51,5.00E-04,50.71,7.31,0,0,1,20
1586916000,0.56,8.00E-04,51.18,6.9,0,0,22,1583373600,0.56,9.00E-04,50.99,7.99,0,0,1,21
1586919600,0.63,0,50.06,5.57,0,0,23,1583377200,0.61,0.0016,49.9,8.31,0,0,1,22
1585101600,0.64,9.00E-04,46.49,7.61,0,0,22,1583380800,0.67,0.0013,47.82,7.38,0,0,1,23
1585274400,0.74,0,48.02,4.92,0,0,22,1583380800,0.67,0.0013,47.82,7.38,0,0,1,23
1585267200,0.7,0,47.99,4.77,0,0,20,1583380800,0.67,0.0013,47.82,7.38,0,0,1,23
1584500400,0.7,0,49.14,6.99,0,0,23,1583380800,0.67,0.0013,47.82,7.38,0,0,1,23
1584594000,0.71,0.0059,44.23,6.95,0,0,1,1583388000,0.7,0.001,44.39,6.26,0,0,1,1
1586955600,0.5,0,42.8,9.68,1,0,9,1583416800,0.46,8.00E-04,42.41,9.57,1,0,1,9
1586959200,0.43,0,43.69,9.18,1,0,10,1583420400,0.42,0.0012,44.26,8.75,1,0,1,10
1587132000,0.38,0,43.29,8.9,1,0,10,1583420400,0.42,0.0012,44.26,8.75,1,0,1,10
1586962800,0.36,0,46.04,7.24,1,0,11,1583424000,0.39,0,46.17,5.6,1,0,3,11
1586984400,0.21,0,52.3,8.96,1,0,17,1583438400,0.31,0,52.24,5.09,1,0,3,15
1586991600,0.21,5.00E-04,51.39,6.4,1,0,19,1583442000,0.31,0,51.02,6.99,1,0,3,16
1587150000,0.28,0,50.71,11.07,1,0,15,1583442000,0.31,0,51.02,6.99,1,0,3,16
1586480400,0.39,0,48.68,10.16,0,0,21,1583449200,0.44,0,46.71,8.89,0,0,3,18
1587006000,0.36,0,47.06,8.25,0,0,23,1583449200,0.44,0,46.71,8.89,0,0,3,18
1587002400,0.34,0,47.98,7.41,0,0,22,1583449200,0.44,0,46.71,8.89,0,0,3,18
1586484000,0.42,0.0013,47.77,8.68,0,0,22,1583449200,0.44,0,46.71,8.89,0,0,3,18
1584583200,0.58,0,45.41,7.23,0,0,22,1583452800,0.57,0,44.14,6,0,0,3,19
1586570400,0.56,0,43.43,10.58,0,0,22,1583452800,0.57,0,44.14,6,0,0,3,19
1586574000,0.54,0,43.73,11.22,0,0,23,1583452800,0.57,0,44.14,6,0,0,3,19
1585702800,0.73,8.00E-04,43.34,5.29,0,0,21,1583460000,0.71,2.00E-04,42.58,4.6,0,0,1,21
1585191600,0.76,0,41.84,7.45,0,0,23,1583467200,0.78,0,41.11,4.92,0,0,3,23
1585195200,0.76,7.00E-04,40.68,7.23,0,0,0,1583470800,0.78,0,41.15,4.21,0,0,3,0
1585198800,0.75,0,40.06,6.08,0,0,1,1583474400,0.78,0,41.06,3.96,0,0,3,1
1585202400,0.76,0,39.21,3.69,0,0,2,1583481600,0.82,0,39.24,2.32,0,0,3,3
1585040400,0.85,4.00E-04,37.08,5.31,0,0,5,1583488800,0.85,0.0013,37.64,4.92,0,0,1,5
1585036800,0.86,5.00E-04,36.31,6.67,0,0,4,1583488800,0.85,0.0013,37.64,4.92,0,0,1,5
1585044000,0.85,4.00E-04,37.38,4.98,0,0,6,1583492400,0.87,0.0011,37.62,5.06,0,0,1,6
1585047600,0.85,0.0011,37.13,4.85,1,0,7,1583496000,0.88,0.0012,37.73,4.71,1,0,1,7
1585656000,0.82,4.00E-04,41.19,8.85,1,0,8,1583499600,0.83,6.00E-04,40.68,7.73,1,0,1,8
1585652400,0.83,6.00E-04,41.51,8.63,1,0,7,1583499600,0.83,6.00E-04,40.68,7.73,1,0,1,8
1585058400,0.67,0,44.33,8.59,1,0,10,1583506800,0.69,5.00E-04,44.59,8.04,1,0,1,10
1585170000,0.69,0.0023,45.17,15.32,1,0,17,1583514000,0.68,0.0015,44.86,8.99,1,0,1,12
1585173600,0.71,0.0011,43.79,12.77,1,0,18,1583517600,0.72,0.0052,43.74,10.95,1,0,1,13
1586246400,0.36,0,52.02,3.38,0,0,4,1583726400,0.3,0,49.7,7.86,0,0,3,0
1586242800,0.32,9.00E-04,52.95,3.69,0,0,3,1583726400,0.3,0,49.7,7.86,0,0,3,0
1584244800,0.44,0.0018,46.21,7.93,0,1,0,1583730000,0.31,0,49.25,7.69,0,0,3,1
1587009600,0.39,0,46.06,10.14,0,0,0,1583737200,0.36,0,46.99,7.98,0,0,3,3
1587024000,0.44,0.0014,45.44,11.95,0,0,4,1583740800,0.39,0,46.16,9.67,0,0,3,4
1587013200,0.41,0,45.72,10.75,0,0,1,1583740800,0.39,0,46.16,9.67,0,0,3,4
1587020400,0.43,0.0012,45.87,11.05,0,0,3,1583740800,0.39,0,46.16,9.67,0,0,3,4
1587016800,0.43,3.00E-04,45.56,10.8,0,0,2,1583740800,0.39,0,46.16,9.67,0,0,3,4
1587027600,0.49,0.0011,44.93,10.65,0,0,5,1583744400,0.46,0,44.43,6.68,0,0,3,5
1584525600,0.61,0,40.76,4.73,0,0,6,1583748000,0.57,0,41.35,5.32,0,0,3,6
1584522000,0.59,0,41.55,4.93,0,0,5,1583748000,0.57,0,41.35,5.32,0,0,3,6
1585231200,0.55,0,44.48,2.79,1,0,10,1583755200,0.52,0,43.39,5.85,1,0,3,8
1584536400,0.52,2.00E-04,44.54,2.34,1,0,9,1583755200,0.52,0,43.39,5.85,1,0,3,8
1586948400,0.52,0.0012,42.6,9.49,1,0,7,1583755200,0.52,0,43.39,5.85,1,0,3,8
1586876400,0.39,0,51.26,8.39,1,0,11,1583762400,0.39,0,50.69,7.46,1,0,3,10
1586253600,0.42,0,50.61,4.95,0,0,6,1583762400,0.39,0,50.69,7.46,1,0,3,10
1586872800,0.42,0.0013,50.57,9.16,1,0,10,1583762400,0.39,0,50.69,7.46,1,0,3,10
1586293200,0.31,0,61.42,10.35,1,0,17,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586199600,0.31,3.00E-04,63.02,6.44,1,0,15,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586278800,0.3,0,63.53,4.9,1,0,13,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586196000,0.34,9.00E-04,61.99,2.57,1,0,14,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586289600,0.31,0,63.18,12.24,1,0,16,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586275200,0.34,3.00E-04,60.79,4.28,1,0,12,1583769600,0.25,0,61.36,10.02,1,0,3,12
1586203200,0.25,0,64.44,6.97,1,0,16,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1585335600,0.25,0,65.84,8.37,1,0,15,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1586282400,0.29,0,65.64,5.84,1,0,14,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1585339200,0.22,0,67.01,6.98,1,0,16,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1586286000,0.29,0,65.06,9.05,1,0,15,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1585332000,0.26,0,66.33,8.7,1,0,14,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1586206800,0.2,8.00E-04,65.68,7.54,1,0,17,1583773200,0.21,7.00E-04,65.68,11.11,1,0,1,13
1585342800,0.18,0,67.58,5.58,1,0,17,1583776800,0.19,0,68.1,10.33,1,0,3,14
1585346400,0.19,0,66.67,5.23,1,0,18,1583794800,0.24,0,66.18,8.35,0,0,3,19
1585353600,0.27,0,59.92,2.91,0,0,20,1583802000,0.31,0,60.35,7.02,0,0,3,21
1586217600,0.24,6.00E-04,61.13,6.58,0,0,20,1583805600,0.29,0,60.66,7.14,0,0,3,22
1586221200,0.26,0,59.36,5.25,0,0,21,1583809200,0.32,0,58.96,6.9,0,0,3,23
1585357200,0.3,0,58.14,1.47,0,0,21,1583809200,0.32,0,58.96,6.9,0,0,3,23
1586224800,0.27,0,57.64,4.39,0,0,22,1583809200,0.32,0,58.96,6.9,0,0,3,23
1585368000,0.43,0,53.07,5.66,0,1,0,1583816400,0.42,0,56.66,6.91,0,0,3,1
1586235600,0.3,0.001,54.65,4.14,0,0,1,1583816400,0.42,0,56.66,6.91,0,0,3,1
1586836800,0.55,0,58.08,12.64,0,0,0,1583816400,0.42,0,56.66,6.91,0,0,3,1
1586232000,0.41,0.0015,53.44,4.49,0,0,0,1583823600,0.47,0,54.11,6.9,0,0,3,3
1585371600,0.41,0,52.58,5.5,0,1,1,1583823600,0.47,0,54.11,6.9,0,0,3,3
1586239200,0.3,3.00E-04,54.17,3.98,0,0,2,1583823600,0.47,0,54.11,6.9,0,0,3,3
1585375200,0.39,0,51.26,5.02,0,1,2,1583823600,0.47,0,54.11,6.9,0,0,3,3
1585886400,0.48,0,49.96,12.79,0,0,0,1583827200,0.49,0,52.71,7.71,0,0,3,4
1586250000,0.4,5.00E-04,51.61,3.67,0,0,5,1583830800,0.52,0,51.81,7.16,0,0,3,5
1585890000,0.51,0.002,49.28,10.33,0,0,1,1583830800,0.52,0,51.81,7.16,0,0,3,5
1585926000,0.61,0.0052,50.54,13,1,0,11,1583841600,0.6,0,51.8,6.56,1,0,3,8
1586178000,0.61,0,51.91,7.28,1,0,9,1583841600,0.6,0,51.8,6.56,1,0,3,8
1586181600,0.53,0,54.1,6.72,1,0,10,1583845200,0.6,0,53.12,9.62,1,0,3,9
1585321200,0.49,0,60.55,9.4,1,0,11,1583852400,0.49,6.00E-04,59.23,8.8,1,0,1,11
1585328400,0.34,0,64.17,8.64,1,0,13,1583856000,0.46,0.001,62.62,12.07,1,0,1,12
1585324800,0.43,0,62.54,9.38,1,0,12,1583856000,0.46,0.001,62.62,12.07,1,0,1,12
1586372400,0.57,0.0014,63.83,6.47,1,0,15,1583870400,0.54,4.00E-04,64.96,11.16,1,0,1,16
1586376000,0.54,7.00E-04,64.67,6.18,1,0,16,1583870400,0.54,4.00E-04,64.96,11.16,1,0,1,16
1586379600,0.51,0.0015,64.73,7.41,1,0,17,1583870400,0.54,4.00E-04,64.96,11.16,1,0,1,16
1586383200,0.48,0.0022,64.95,6.8,1,0,18,1583870400,0.54,4.00E-04,64.96,11.16,1,0,1,16
1586386800,0.51,0.0014,63.46,5.23,1,0,19,1583870400,0.54,4.00E-04,64.96,11.16,1,0,1,16
1586368800,0.6,6.00E-04,62.53,7.45,1,0,14,1583877600,0.6,0.001,63.12,13.91,1,0,1,18
1586826000,0.65,7.00E-04,64.99,7.19,0,0,21,1583884800,0.62,0.0011,63.03,11.53,0,0,1,20
1586822400,0.72,5.00E-04,65.48,10.79,0,0,20,1583884800,0.62,0.0011,63.03,11.53,0,0,1,20
1586829600,0.61,0,64.72,11.31,0,0,22,1583884800,0.62,0.0011,63.03,11.53,0,0,1,20
1586833200,0.57,0,62.64,11.47,0,0,23,1583884800,0.62,0.0011,63.03,11.53,0,0,1,20
1586754000,0.78,0.0046,56.3,10.49,0,0,1,1583899200,0.76,0.001,57.27,9.37,0,0,1,0
1586750400,0.75,0.0011,56.74,9.17,0,0,0,1583899200,0.76,0.001,57.27,9.37,0,0,1,0
1586840400,0.59,0,55.12,10.15,0,0,1,1583902800,0.66,0.0013,55.33,11.58,0,0,1,1
1584774000,0.6,9.00E-04,54.87,13.04,0,1,3,1583902800,0.66,0.0013,55.33,11.58,0,0,1,1
1586322000,0.71,0,55.5,3.77,0,0,1,1583902800,0.66,0.0013,55.33,11.58,0,0,1,1
1586318400,0.64,0,55.92,2.74,0,0,0,1583902800,0.66,0.0013,55.33,11.58,0,0,1,1
1586844000,0.59,9.00E-04,52.86,10.47,0,0,2,1583906400,0.63,0.0012,53.06,11.51,0,0,1,2
1584777600,0.59,0,50.82,12.01,0,1,4,1583906400,0.63,0.0012,53.06,11.51,0,0,1,2
1586847600,0.59,7.00E-04,50.49,11.28,0,0,3,1583910000,0.64,0,50.92,9.77,0,0,3,3
1585900800,0.58,0.0043,47.96,9.79,0,0,4,1583913600,0.66,0.0012,48.45,8.26,0,0,1,4
1584504000,0.62,8.00E-04,48.1,6.17,0,0,0,1583913600,0.66,0.0012,48.45,8.26,0,0,1,4
1586854800,0.62,0.0015,47.29,7.98,0,0,5,1583917200,0.66,0,47.05,8.05,0,0,3,5
1586858400,0.59,0,46.77,8.58,0,0,6,1583917200,0.66,0,47.05,8.05,0,0,3,5
1585238400,0.52,0,48.86,3.95,1,0,12,1583935200,0.51,0,47.56,4.58,1,0,3,10
1585234800,0.53,0,46.98,2.83,1,0,11,1583935200,0.51,0,47.56,4.58,1,0,3,10
1584543600,0.42,7.00E-04,49.21,2.3,1,0,11,1583938800,0.45,0,49.63,4.15,1,0,3,11
1584547200,0.39,0.001,50.15,3.72,1,0,12,1583938800,0.45,0,49.63,4.15,1,0,3,11
1586880000,0.36,0.0012,52.11,7.29,1,0,12,1583942400,0.37,0,52.35,3.61,1,0,3,12
1584550800,0.37,0,51.86,5.21,1,0,13,1583942400,0.37,0,52.35,3.61,1,0,3,12
1586883600,0.33,0,54.19,5.61,1,0,13,1583946000,0.33,0,53.63,5.93,1,0,3,13
1585360800,0.37,0,55.92,2.96,0,0,22,1583967600,0.34,0.0011,52.99,1.96,0,0,1,19
1586487600,0.47,0,46.23,7.25,0,0,23,1583982000,0.47,0,47.34,1.65,0,0,3,23
1586671200,0.46,0,43.97,1.34,0,1,2,1583985600,0.49,0,46.23,1.26,0,0,3,0
1584518400,0.58,0,42.66,4.22,0,0,4,1583996400,0.57,0,43.24,1.06,0,0,3,3
1584529200,0.62,0.0012,40.27,3.06,0,0,7,1584010800,0.65,0,41.6,3.8,0,0,3,7
1585263600,0.63,0,49.88,8.28,1,0,19,1584043200,0.65,0,49.96,8.14,1,0,3,16
1585605600,0.76,0.0049,49.32,5.51,1,0,18,1584050400,0.74,0.0016,48.04,8.17,1,0,1,18
1585609200,0.78,0.0033,48.48,5.22,1,0,19,1584050400,0.74,0.0016,48.04,8.17,1,0,1,18
1585612800,0.8,0.003,47.95,4.31,0,0,20,1584057600,0.81,0.0037,46.9,5.46,0,0,1,20
1586160000,0.88,0.0204,50.18,6.41,0,0,4,1584072000,0.9,0.0205,46.33,10,0,0,1,0
1585544400,0.95,0.0019,46.94,7.06,0,0,1,1584082800,0.93,0.0041,46.94,9.3,0,0,1,3
1586332800,0.88,0.0309,52.54,3.56,0,0,4,1584097200,0.99,0.033,49.64,5.35,0,0,1,7
1586764800,0.91,0.0617,55.46,13.85,0,0,4,1584100800,0.98,0.0695,51.59,11.01,1,0,1,8
1586451600,0.86,0.071,57.97,9.74,1,0,13,1584100800,0.98,0.0695,51.59,11.01,1,0,1,8
1586800800,0.94,0.0545,58.75,17.81,1,0,14,1584104400,0.99,0.0566,52.2,9.64,1,0,1,9
1586808000,0.94,0.0607,59.75,13.46,1,0,16,1584104400,0.99,0.0566,52.2,9.64,1,0,1,9
1586340000,0.94,0.057,53.17,3.52,0,0,6,1584104400,0.99,0.0566,52.2,9.64,1,0,1,9
1586458800,0.73,0.0459,54.98,11.68,1,0,15,1584108000,0.98,0.0432,52.34,8.89,1,0,1,10
1586775600,0.96,0.0328,54.07,15.81,1,0,7,1584108000,0.98,0.0432,52.34,8.89,1,0,1,10
1586761200,0.88,0.0443,56.38,10.97,0,0,3,1584108000,0.98,0.0432,52.34,8.89,1,0,1,10
1586797200,0.95,0.0379,57.38,17.11,1,0,13,1584108000,0.98,0.0432,52.34,8.89,1,0,1,10
1586347200,0.93,0.0049,53.02,5.84,1,0,8,1584111600,0.96,0.0131,53.28,9.35,1,0,1,11
1586444400,0.84,0.0095,53.65,8.81,1,0,11,1584111600,0.96,0.0131,53.28,9.35,1,0,1,11
1586343600,0.94,0.0104,53.36,3,1,0,7,1584111600,0.96,0.0131,53.28,9.35,1,0,1,11
1584723600,0.87,0,57.81,8.81,1,0,13,1584115200,0.93,0.0056,56.26,10.78,1,0,1,12
1584727200,0.85,0,60.32,7.31,1,0,14,1584118800,0.83,0.0022,60.02,11.47,1,0,1,13
1586811600,0.94,0,61.24,14.3,1,0,17,1584118800,0.83,0.0022,60.02,11.47,1,0,1,13
1584730800,0.79,0,64.67,8.86,1,0,15,1584122400,0.75,9.00E-04,63.53,13.09,1,0,1,14
1586818800,0.8,0.0066,65.9,11.07,1,0,19,1584122400,0.75,9.00E-04,63.53,13.09,1,0,1,14
1584734400,0.69,3.00E-04,69.96,8.94,1,0,16,1584126000,0.54,0,67.71,14.75,1,0,3,15
1584759600,0.54,0,68.53,10.52,0,0,23,1584126000,0.54,0,67.71,14.75,1,0,3,15
1584738000,0.63,0,73.72,6.84,1,0,17,1584126000,0.54,0,67.71,14.75,1,0,3,15
1584756000,0.52,0,69.2,8.72,0,0,22,1584126000,0.54,0,67.71,14.75,1,0,3,15
1584741600,0.59,7.00E-04,75.36,8.91,1,0,18,1584129600,0.46,0,68.88,15.58,1,0,3,16
1584748800,0.53,7.00E-04,72.53,11.5,0,0,20,1584129600,0.46,0,68.88,15.58,1,0,3,16
1584752400,0.51,6.00E-04,70.59,9.06,0,0,21,1584129600,0.46,0,68.88,15.58,1,0,3,16
1584745200,0.57,0.002,74.33,11.95,1,0,19,1584129600,0.46,0,68.88,15.58,1,0,3,16
1586210400,0.18,7.00E-04,65.07,8.67,1,0,18,1584140400,0.18,7.00E-04,64.56,13.17,1,0,1,19
1586228400,0.28,0,56.53,3.47,0,0,23,1584154800,0.25,0.0012,54.65,11.29,0,0,1,23
1586512800,0.74,5.00E-04,38.75,12.39,0,0,6,1577865600,0.66,0.0011,38.26,11.4,0,0,1,3
1584954000,0.69,0,37.87,10.93,0,0,5,1577865600,0.66,0.0011,38.26,11.4,0,0,1,3
1584946800,0.63,0.0011,37.59,10.9,0,0,3,1577869200,0.63,0.0014,37.9,10.77,0,0,1,4
1584943200,0.62,0.0011,37.59,11.02,0,0,2,1577869200,0.63,0.0014,37.9,10.77,0,0,1,4
1584565200,0.44,0,49.72,10.11,1,0,17,1577995200,0.44,3.00E-04,48.41,8.62,1,0,1,15
1584572400,0.49,0,46.88,9.29,1,0,19,1577998800,0.47,0.001,47.83,6.25,1,0,1,16
1587157200,0.45,0,46.63,10.29,1,0,17,1577998800,0.47,0.001,47.83,6.25,1,0,1,16
1584568800,0.46,0,48.15,8.75,1,0,18,1577998800,0.47,0.001,47.83,6.25,1,0,1,16
1586563200,0.5,0,45.13,13.1,0,0,20,1578002400,0.55,0.0012,46.04,7.52,0,0,1,17
1584576000,0.53,0,45.99,6.97,0,0,20,1578002400,0.55,0.0012,46.04,7.52,0,0,1,17
1584579600,0.54,0,45.79,6.76,0,0,21,1578006000,0.6,0.0012,45.45,5.55,0,0,1,18
1584586800,0.6,0.0013,45.42,6.76,0,0,23,1578009600,0.64,0,45.13,5.47,0,0,3,19
1587171600,0.73,0.001,43.89,4.82,0,0,21,1578016800,0.69,0,43.9,4.08,0,0,3,21
1587168000,0.69,2.00E-04,44.14,3.61,0,0,20,1578016800,0.69,0,43.9,4.08,0,0,3,21
1585699200,0.71,0,43.91,5.78,0,0,20,1578016800,0.69,0,43.9,4.08,0,0,3,21
1587175200,0.74,0.0013,44.81,3.27,0,0,22,1578020400,0.71,0,43.62,3.31,0,0,3,22
1585706400,0.75,0,43.1,5.82,0,0,22,1578024000,0.72,0,43.37,3.9,0,0,3,23
1584442800,0.92,0.0138,42.09,4.38,0,0,7,1578049200,0.88,0.0114,43.1,4.07,0,0,1,6
1584457200,0.91,0.0178,44.69,1.44,1,0,11,1578060000,0.93,0.0135,43.81,2.92,1,0,1,9
1584450000,0.91,0.0183,43.22,2.86,1,0,9,1578060000,0.93,0.0135,43.81,2.92,1,0,1,9
1584460800,0.89,0.0061,46.44,2.05,1,0,12,1578070800,0.9,0.0049,44.91,3.57,1,0,1,12
1584673200,0.87,0,48.78,2.95,0,0,23,1578099600,0.88,0,47.14,4.88,0,0,3,20
1587182400,0.83,0.0144,43.8,5.11,0,1,0,1578114000,0.97,0.0164,46.32,1.23,0,1,1,0
1585454400,0.97,0.0118,46.23,10.01,0,1,0,1578114000,0.97,0.0164,46.32,1.23,0,1,1,0
1587196800,0.89,0.0142,43.32,3.75,0,1,4,1578114000,0.97,0.0164,46.32,1.23,0,1,1,0
1585494000,0.94,0.0183,47.22,11.4,1,1,11,1578117600,0.98,0.0187,46.34,0.71,0,1,1,1
1587200400,0.9,0.0208,43.41,4.26,0,1,5,1578117600,0.98,0.0187,46.34,0.71,0,1,1,1
1587186000,0.87,0.0262,43.3,5.92,0,1,1,1578124800,0.99,0.0268,46.27,2.73,0,1,1,3
1587189600,0.87,0.0415,43.39,6.45,0,1,2,1578128400,0.99,0.0416,46.01,1.19,0,1,1,4
1587193200,0.9,0.0261,43.22,5.72,0,1,3,1578135600,0.98,0.028,46.13,1.84,0,1,1,6
1585425600,0.87,0.0247,46.25,9.89,1,1,16,1578135600,0.98,0.028,46.13,1.84,0,1,1,6
1585468800,0.97,0.0061,45.62,11.44,0,1,4,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585472400,0.97,0.0083,45.46,12.55,0,1,5,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1586077200,0.86,7.00E-04,46.02,3.36,0,1,5,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1586073600,0.84,0,46.43,2.27,0,1,4,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585465200,0.97,0.0059,45.8,11.86,0,1,3,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585458000,0.97,0.0076,46.3,10.57,0,1,1,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585476000,0.97,0.0055,45.53,11.92,0,1,6,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585994400,0.88,0,47.29,8.44,0,1,6,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1586080800,0.87,0,46.4,2.16,0,1,6,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1585461600,0.97,0.0029,46.09,9.02,0,1,2,1578139200,0.96,0.0046,46.87,4.15,0,1,1,7
1586001600,0.89,8.00E-04,46.66,7.5,1,1,8,1578142800,0.95,0.0047,46.97,3.91,1,1,1,8
1586005200,0.87,0,46.96,7.76,1,1,9,1578142800,0.95,0.0047,46.97,3.91,1,1,1,8
1586084400,0.87,0,46.35,2.68,1,1,7,1578142800,0.95,0.0047,46.97,3.91,1,1,1,8
1585998000,0.91,0.0035,46.31,8.33,1,1,7,1578142800,0.95,0.0047,46.97,3.91,1,1,1,8
1585508400,0.92,0.004,47.09,12.43,1,1,15,1578146400,0.97,0.0052,46.9,4.41,1,1,1,9
1585483200,0.96,0.0063,45.68,12.14,1,1,8,1578146400,0.97,0.0052,46.9,4.41,1,1,1,9
1585490400,0.96,0.0104,46.59,11.41,1,1,10,1578146400,0.97,0.0052,46.9,4.41,1,1,1,9
1585479600,0.97,0.0043,45.57,10.94,1,1,7,1578146400,0.97,0.0052,46.9,4.41,1,1,1,9
1585497600,0.96,0.0096,46.78,13.1,1,1,12,1578146400,0.97,0.0052,46.9,4.41,1,1,1,9
1585486800,0.96,0.0133,45.97,10.87,1,1,9,1578150000,0.97,0.0061,47.06,3.76,1,1,1,10
